dataset,slug_a,slug_b,n_features_a,n_features_b,n_shared,n_union,jaccard_overlap,directional_overlap_a,directional_overlap_b,activation_stability,peak_token_agreement,peak_type_agreement,same_supernode_rate,entity_regrouped_rate,inconsistent_rate,influence_weighted_jaccard,n_supernodes_a,n_supernodes_b,n_shared_supernodes,overlap_early,overlap_mid,overlap_late
products_founders_batch,iphone,oracle_db,228,251,125,354,0.3531073446327684,0.5482456140350878,0.49800796812749004,0.8979290751906515,0.944,0.992,0.736,0.208,0.056,0.31380163093777613,26,26,18,0.489010989010989,0.3157894736842105,0.1565217391304348
products_founders_batch,iphone,twitter,228,203,122,309,0.3948220064724919,0.5350877192982456,0.6009852216748769,0.8978318608255277,0.9508196721311475,0.9918032786885246,0.3442622950819672,0.13934426229508196,0.5163934426229508,0.35885755211642495,26,24,17,0.5341614906832298,0.3269230769230769,0.19791666666666666
products_founders_batch,iphone,windows,228,222,129,321,0.40186915887850466,0.5657894736842105,0.581081081081081,0.9177467070032319,0.937984496124031,0.9922480620155039,0.7209302325581395,0.2248062015503876,0.05426356589147287,0.35799778634191504,26,25,18,0.5403726708074534,0.39215686274509803,0.2018348623853211
products_founders_batch,iphone,wordpress,228,213,115,326,0.35276073619631904,0.5043859649122807,0.539906103286385,0.8954966604923135,0.9217391304347826,0.991304347826087,0.7913043478260869,0.12173913043478261,0.08695652173913043,0.3217067586949942,26,27,19,0.5333333333333333,0.2545454545454545,0.12264150943396226
products_founders_batch,model_s,nike_shoes,256,231,124,363,0.3415977961432507,0.484375,0.5367965367965368,0.9352031230575178,0.9354838709677419,0.9516129032258065,0.8145161290322581,0.14516129032258066,0.04032258064516129,0.30618263854574534,26,27,18,0.4946236559139785,0.3076923076923077,0.10714285714285714
products_founders_batch,model_s,oculus,256,256,134,378,0.3544973544973545,0.5234375,0.5234375,0.8886609654112395,0.917910447761194,0.9552238805970149,0.7761194029850746,0.15671641791044777,0.06716417910447761,0.3275168211625128,26,27,18,0.49019607843137253,0.3,0.125
products_founders_batch,model_s,oracle_db,256,251,126,381,0.33070866141732286,0.4921875,0.50199203187251,0.8943444312387643,0.9285714285714286,0.9444444444444444,0.7698412698412699,0.19047619047619047,0.03968253968253968,0.29913515572344423,26,26,17,0.4482758620689655,0.3620689655172414,0.11666666666666667
products_founders_batch,model_s,twitter,256,203,118,341,0.3460410557184751,0.4609375,0.5812807881773399,0.923039899063784,0.9322033898305084,0.9491525423728814,0.3559322033898305,0.1694915254237288,0.4745762711864407,0.31269709061425194,26,24,16,0.4835164835164835,0.25862068965517243,0.1485148514851485
products_founders_batch,model_s,windows,256,222,119,359,0.33147632311977715,0.46484375,0.536036036036036,0.9177172720845557,0.9243697478991597,0.9495798319327731,0.7983193277310925,0.15966386554621848,0.04201680672268908,0.29786286616493085,26,25,17,0.4648648648648649,0.36363636363636365,0.1092436974789916
products_founders_batch,model_s,wordpress,256,213,107,362,0.2955801104972376,0.41796875,0.5023474178403756,0.9068305142146846,0.9158878504672897,0.9345794392523364,0.8317757009345794,0.08411214953271028,0.08411214953271028,0.27431864231802916,26,27,18,0.4375,0.21666666666666667,0.09090909090909091
products_founders_batch,nike_shoes,oculus,231,256,138,349,0.3954154727793696,0.5974025974025974,0.5390625,0.9357182220561622,0.9057971014492754,0.9927536231884058,0.8115942028985508,0.15942028985507245,0.028985507246376812,0.36135734446951995,27,27,21,0.5865921787709497,0.2857142857142857,0.13
products_founders_batch,nike_shoes,oracle_db,231,251,134,348,0.3850574712643678,0.5800865800865801,0.5338645418326693,0.9078330703635291,0.9253731343283582,1.0,0.753731343283582,0.23134328358208955,0.014925373134328358,0.3419618349963658,27,26,19,0.5393258426966292,0.3448275862068966,0.16071428571428573
products_founders_batch,nike_shoes,twitter,231,203,122,312,0.391025641025641,0.5281385281385281,0.6009852216748769,0.9003122523072262,0.9508196721311475,1.0,0.3524590163934426,0.13114754098360656,0.5163934426229508,0.3566564509782042,27,24,17,0.5822784810126582,0.3090909090909091,0.13131313131313133
products_founders_batch,nike_shoes,windows,231,222,123,330,0.37272727272727274,0.5324675324675324,0.5540540540540541,0.9043661085833158,0.959349593495935,1.0,0.7967479674796748,0.16260162601626016,0.04065040650406504,0.332253554174245,27,25,18,0.5493827160493827,0.34545454545454546,0.13274336283185842
products_founders_batch,nike_shoes,wordpress,231,213,108,336,0.32142857142857145,0.4675324675324675,0.5070422535211268,0.9379183187207494,0.9351851851851852,1.0,0.8425925925925926,0.12962962962962962,0.027777777777777776,0.29452657580247155,27,27,21,0.5058823529411764,0.18032786885245902,0.10476190476190476
products_founders_batch,oculus,oracle_db,256,251,133,374,0.35561497326203206,0.51953125,0.5298804780876494,0.9022820983328202,0.8947368421052632,0.9924812030075187,0.7593984962406015,0.19548872180451127,0.045112781954887216,0.32131102372008913,27,26,19,0.507537688442211,0.2923076923076923,0.11818181818181818
products_founders_batch,oculus,twitter,256,203,133,326,0.40797546012269936,0.51953125,0.6551724137931034,0.8836321453817457,0.924812030075188,0.9924812030075187,0.3157894736842105,0.18045112781954886,0.5037593984962406,0.372787542978821,27,24,17,0.5081967213114754,0.3220338983050847,0.25
products_founders_batch,oculus,windows,256,222,122,356,0.34269662921348315,0.4765625,0.5495495495495496,0.9087882713556591,0.9262295081967213,0.9918032786885246,0.7868852459016393,0.14754098360655737,0.06557377049180328,0.3092338401257826,27,25,18,0.489247311827957,0.3114754098360656,0.11009174311926606
products_founders_batch,oculus,wordpress,256,213,122,347,0.3515850144092219,0.4765625,0.5727699530516432,0.9212374056996856,0.9098360655737705,0.9918032786885246,0.7950819672131147,0.1721311475409836,0.03278688524590164,0.32568828909840136,27,27,21,0.47643979057591623,0.25806451612903225,0.1595744680851064
products_founders_batch,oracle_db,twitter,251,203,120,334,0.3592814371257485,0.47808764940239046,0.5911330049261084,0.9012100342407797,0.95,1.0,0.3416666666666667,0.18333333333333332,0.475,0.3246823175458387,26,24,17,0.52,0.29411764705882354,0.12962962962962962
products_founders_batch,oracle_db,windows,251,222,138,335,0.41194029850746267,0.549800796812749,0.6216216216216216,0.8800314313765072,0.9565217391304348,1.0,0.7101449275362319,0.2463768115942029,0.043478260869565216,0.36158982172902904,26,25,18,0.47513812154696133,0.4782608695652174,0.2777777777777778
products_founders_batch,oracle_db,wordpress,251,213,112,352,0.3181818181818182,0.44621513944223107,0.5258215962441315,0.9132301785061366,0.9464285714285714,1.0,0.7857142857142857,0.15178571428571427,0.0625,0.29599114646592184,26,27,19,0.45454545454545453,0.2692307692307692,0.11504424778761062
products_founders_batch,twitter,windows,203,222,113,312,0.36217948717948717,0.5566502463054187,0.509009009009009,0.9055654981791552,0.9557522123893806,1.0,0.37168141592920356,0.1592920353982301,0.4690265486725664,0.324904720015827,24,25,17,0.5379746835443038,0.3191489361702128,0.12149532710280374
products_founders_batch,twitter,wordpress,203,213,118,298,0.3959731543624161,0.5812807881773399,0.5539906103286385,0.8485431186939807,0.9491525423728814,1.0,0.3559322033898305,0.15254237288135594,0.4915254237288136,0.36464995054080795,24,27,17,0.5121951219512195,0.25,0.2558139534883721
products_founders_batch,windows,wordpress,222,213,111,324,0.3425925925925926,0.5,0.5211267605633803,0.8946786735277843,0.9459459459459459,1.0,0.7837837837837838,0.14414414414414414,0.07207207207207207,0.30505510561148963,25,27,18,0.5,0.3191489361702128,0.11711711711711711
